,title,overview,original_language,popularity,vote_count,vote_average
6381,Summit Fever,"A daring dream to scale the world's most challenging trio of mountains soon turns into a terrifying nightmare for a group of friends when a deadly storm traps the climbers near the summit and cuts off all hope of rescue. With the odds stacked against them, the friends are forced to trust each other to save themselves by any means necessary.",en,13.669,29,5.4
6382,The Perfumier,"To regain her sense of smell and get back her lover, a detective joins forces with a perfume maker who uses deadly methods to create the perfect scent.",de,12.232,73,4.4
6383,Here Today,"Veteran comedy writer Charlie Berns, who is slowly but surely losing his grip on reality, befriends a talented young New York street singer Emma Payge. Together, they form an unlikely yet hilarious and touching friendship that kicks the generation gap aside and redefines the meaning of love and trust.",en,12.943,116,7.3
6384,Emperor,"As the Japanese surrender at the end of WWII, Gen. Fellers is tasked with deciding if Emperor Hirohito will be hanged as a war criminal. Influencing his ruling is his quest to find Aya, an exchange student he met years earlier in the U.S.",en,13.222,215,6.1
6385,The Biggest Little Farm: The Return,"This special follows the farmers' 10-year tireless journey as they transform the land into a magical working farm and document the whole process in this heartwarming special that is akin to a real-life ""Charlotte’s Web.""",en,20.706,26,7.3
6386,The Family Stone,"An uptight, conservative businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life.",en,10.171,822,6.3
6387,Let It Snow,"In a small town on Christmas Eve, a snowstorm brings together a group of young people. They soon find their friendships and love lives colliding, and come Christmas morning, nothing will be the same.",en,9.231,1072,6.1
6388,Son of a Gun,"Locked up for a minor crime, 19 year old JR quickly learns the harsh realities of prison life. Protection, if you can get it, is paramount. JR soon finds himself under the watchful eye of Australia's most notorious criminal, Brendan Lynch, but protection comes at a price.",en,14.473,694,6.4
6389,The Room,"Kate and Matt discover that a part of their house can grant wishes. In the wake of two miscarriages, what they want most is a child.",en,19.731,800,6.4
6390,Line of Duty,"Frank Penny is a disgraced cop looking for a shot at redemption. When the police chief's 11-year-old daughter is abducted, Frank goes rogue to try and save her. But to find the girl, Frank will need the help of Ava Brooks, whose live-streaming news channel is broadcasting Frank's every move.",en,12.231,268,5.9
6391,Men Behind the Sun,"The film is a graphic depiction of the war atrocities committed by the Japanese at Unit 731, the secret biological weapons experimentation unit of the Imperial Japanese Army during World War II. The film details the various cruel medical experiments Unit 731 inflicted upon the Chinese and Soviet prisoners at the tail-end of the war.",cn,12.967,169,6.2
6392,"The Good, the Bad, the Weird","The story of three Korean outlaws in 1930s Manchuria and their dealings with the Japanese army and Chinese and Russian bandits. The Good (a bounty hunter), the Bad (a hitman), and the Weird (a thief) battle the army and the bandits in a race to use a treasure map to uncover the riches of legend.",ko,14.469,638,7.2
6393,After the Sunset,"An FBI agent is suspicious of two master thieves, quietly enjoying their retirement near what may - or may not - be the biggest score of their careers.",en,14.218,667,6.1
6394,The Sisters Brothers,"Oregon, 1851. Hermann Kermit Warm, a chemist and aspiring gold prospector, keeps a profitable secret that the Commodore wants to know, so he sends the Sisters brothers, two notorious assassins, to capture him on his way to California.",en,13.477,1734,6.8
6395,Justin and the Knights of Valour,"A heart-warming tale about friendship, honor & courage, which sees a young boy become a man as he embarks on a quest to become a knight.",en,9.721,270,5.9
6396,God's Own Country,"A young farmer in rural Yorkshire numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker.",en,13.975,799,7.8
6397,Barbie in Princess Power,"Barbie is Kara - a modern-day princess with a normal life. Kissed by a butterfly which gives her superpowers and allows her to become a Super Sparkle, she is ready to save the kingdom from evil - were it not for her jealous cousin who is also kissed by the butterfly and becomes her rival and nemesis. Watch as Super Sparkle and Dark Sparkle learn that together they can become a great team for good once they learn the power of friendship.",en,13.472,188,6.2
6398,Alice no Mundo da Internet,"After a problem with her computer, a tween YouTuber gets stuck in a digital world inhabited by quirky characters, including the evil Queen of Bots.",pt,18.958,6,3.6
6399,Acrimony,A faithful wife takes action when it becomes clear to her that her devious husband has betrayed her.,en,11.475,348,6.8
6400,A Ghost Story,"Recently deceased, a white-sheeted ghost returns to his suburban home to console his bereft wife, only to find that in his spectral state he has become unstuck in time, forced to watch passively as the life he knew and the woman he loves slowly slip away.",en,12.223,2073,7.1
6401,Before I Wake,An orphaned child's dreams—and nightmares—manifest physically as he sleeps.,en,13.922,1684,6.5
6402,The Island of Dr. Moreau,"A ship-wrecked man floats ashore on an island in the Pacific Ocean. The island is inhabited by a scientist, Dr. Moreau, who in an experiment has turned beasts into human beings.",en,9.966,126,5.5
6403,The Wicker Man,"Police sergeant Neil Howie is called to an island village in search of a missing girl whom the locals claim never existed. Stranger still, however, are the rituals that take place there.",en,15.416,1127,7.4
6404,Half Baked,"Three lovable party buds try to bail their friend out of jail. But just when the guys have mastered a plan, everything comes dangerously close to going up in smoke.",en,15.967,479,6.3
6405,War of the Arrows,"13 years after the King Injo Revolt, the Chosun Dynasty is attacked by the Chung Dynasty of China. A young man named Na-mi leaves his demolished village to find his young sister, Ja-in, and her finance Su-koon, who were to wed on the very day of the attack. While on his mission to rescue her, he is being traced by Jushinta, a fierce Chung Warrior, and his band of malicious men who are out to stop him. Na-mi has but a day to rescue his sister before she is taken away to be a slave. When Na-mi finally finds his sister, Jushinta comes between them and a fierce battle between two of the finest warriors unfolds.",ko,15.719,223,7.2
6406,Don Juan DeMarco,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",en,8.862,661,6.7
6407,Leprechaun in the Hood,"When Butch, Postmaster P, and Stray Bullet loot the local hip-hop mogul's studio to fund their demo album, the threesome unwittingly ends up with the secret of Mack Daddy's success: a magical flute. Their gigs instantly turn golden but a blood-thristy Leprechaun and an angry Mack Daddy are hot on their trail, leaving a wake of destruction tainted by politically incorrect limericks.",en,11.966,186,5.0
6408,Goal!,"Like millions of kids around the world, Santiago harbors the dream of being a professional footballer... However, living in the Barrios section of Los Angeles, he thinks it is only that--a dream. Until one day an extraordinary turn of events has him trying out for Premiership club Newcastle United.",en,16.217,991,6.7
6409,Vengeance: A Love Story,"When a new friend is brutally assaulted, Detective John Droomor is put by chance in charge of the investigation. Although the evidence against the perpetrators seems overwhelming, there is nothing definitive in the case that guarantees justice is served, even more so if some people are willing to twist and betray it.",en,9.971,251,5.6
6410,Occupation: Rainfall,"Two years into an intergalactic invasion of Earth, survivors in Sydney, Australia, fight back in a desperate ground war. As casualties mount by the day, the resistance and their unexpected allies, uncover a plot that could see the war come to a decisive end. With the Alien invaders hell-bent on making earth their new home, the race is on to save mankind.",en,13.495,126,6.3
6411,Pollen,"After a senior coworker assaults a bright-eyed young woman, her dream job becomes a living nightmare as she tries to keep her career together while being tormented at work, at home, and in her dreams by a mysterious tree monster.",en,20.664,1,3.0
6412,Grands Enfants,,fr,20.664,0,0.0
6413,Kolla,,ml,20.664,0,0.0
6414,Operation Chromite,A squad of soldiers fight in the Korean War's crucial Battle of Incheon.,ko,15.72,175,5.9
6415,Kikujiro,"Brash, loudmouthed and opportunistic, Kikujiro is the unlikely companion for Masao who is determined to see the mother he has never met. The two begin a series of adventures which soon turns out to be a whimsical journey of laughter and tears with a wide array of surprises and unique characters along the way.",ja,16.465,410,7.6
6416,Dying of the Light,"Evan Lake, a veteran CIA agent, has been ordered to retire. But when his protégé uncovers evidence that Lake's nemesis, the terrorist Banir, has resurfaced, Lake goes rogue, embarking on a perilous, intercontinental mission to eliminate his sworn enemy.",en,12.969,284,4.7
6417,Harry & Meghan: A Royal Romance,"Examine the history of Prince Harry and Meghan Markle from the moment they met after being set up by friends, through their initial courtship when they were able to keep their romance under wraps, and ultimately the intense global media attention surrounding their relationship and Meghan’s life as a divorced American actress.",en,11.973,201,7.0
6418,The Trial,"Josef K wakes up in the morning and finds the police in his room. They tell him that he is on trial but nobody tells him what he is accused of. In order to find out about the reason for this accusation and to protest his innocence, he tries to look behind the façade of the judicial system. But since this remains fruitless, there seems to be no chance for him to escape from this Kafkaesque nightmare.",en,11.965,402,7.5
6419,12 Feet Deep,Two sisters are trapped under the fiberglass cover of an Olympic sized public pool and must brave the cold and each other to survive the harrowing night.,en,13.47,406,5.6
6420,Money Train,"When a vengeful New York transit cop decides to steal a trainload of subway fares, his foster brother—a fellow cop—tries to protect him.",en,16.963,665,5.9
6421,Madame Evening Glory,"Kizaki kidnaps Yuriko and engages in a rape and torture session with her, which he photographs. With the photos, he blackmails  flower arrangement teacher Yumeji, Yuriko's older sister. Rather than allow him to shame her clan by sending the photos to the media, Yumeji goes to Kizaki. Kizaki then proceeds to rape and torture Yumeji, who was his true desire all along.",ja,14.613,5,4.6
6422,Killer Bean Forever,"When things go bad in Beantown, top assassin Killer Bean is called to clean-up the mess. Detective Cromwell finds himself in the middle between Killer Bean and mob boss Cappuccino.",en,12.715,148,7.3
6423,Pretty Guardian Sailor Moon Eternal The Movie Part 2,"While under the care of the Outer Sailor Guardians, Hotaru begins to age rapidly. Then, the time comes for all the Sailor Guardians to reunite!",ja,18.235,133,8.1
6424,Rise,"After emigrating to Greece from Nigeria, Vera and Charles Antetokounmpo struggled to survive and provide for their five children, while living under the daily threat of deportation. Desperate to obtain Greek citizenship but undermined by a system that blocked them at every turn, the family's vision, determination and faith lifted them out of obscurity to launch the careers of three NBA champions.",en,13.517,225,7.7
6425,The Vigil,A man providing overnight watch to a deceased member of his former Orthodox Jewish community finds himself opposite a malevolent entity.,en,14.93,316,5.8
6426,On Deadly Ground,Forrest Taft is an environmental agent who works for the Aegis Oil Company in Alaska. Aegis Oil's corrupt CEO is the kind of person who doesn't care whether or not oil spills into the ocean or onto the land—just as long as it's making money for him.,en,12.463,402,5.1
6427,Gentlemen Prefer Blondes,"Lorelei Lee is a beautiful showgirl engaged to be married to the wealthy Gus Esmond, much to the disapproval of Gus' rich father, Esmond Sr., who thinks that Lorelei is just after his money. When Lorelei goes on a cruise accompanied only by her best friend, Dorothy Shaw, Esmond Sr. hires Ernie Malone, a private detective, to follow her and report any questionable behavior that would disqualify her from the marriage.",en,13.464,819,7.3
6428,Unforgetful Holiday,"A sleazy PR Man (Cho) shows dumb mainland businessman (Ong) a fun time in HK. Cho finds him three lovely hostesses (Rena, Wing Chi and Git) and they go on an island tour, where they are stranded. But they have…",cn,19.503,3,5.7
6429,A Night at the Roxbury,"Despite being well into adulthood, brothers Doug and Steve Butabi still live at home and work in the flower shop owned by their dad. They exist only to hit on women at discos, though they're routinely unsuccessful until a chance run-in with Richard Grieco gets them inside the swank Roxbury club. Mistaken for high rollers, they meet their dream women, Vivica and Cambi, and resolve to open a club of their own.",en,18.213,780,6.6
6430,Ben 10 versus the Universe: The Movie,"A blast from Ben's past returning to do double the damage on Team Tennyson and planet Earth itself, forcing Ben to go interstellar to save the day.",en,12.73,106,7.7
6431,Escape from Mogadishu,Diplomats from the North and South Korean embassies in Somalia attempt a daring joint escape from Mogadishu when the outbreak of civil war leaves them stranded.,ko,16.739,114,7.1
6432,Fight Back to School 3,"Chow Sing-Sing returns, only this time he doesn’t go back to school. Instead, Chow goes undercover as the husband of a wealthy socialite, which doesn’t sit well with his fiancée, who tries to convince Chow to quit working as undercover.",cn,14.772,52,6.5
6433,21 Grams,"Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife and mother of two girls; and Jack Jordan, a born-again ex-con, are brought together by a terrible accident that changes their lives.",en,15.713,2789,7.3
6434,The Map of Tiny Perfect Things,The story of two teenagers trapped in an endless time loop who set out to find all the tiny things that make that one day perfect.,en,12.983,624,7.2
6435,Perfect Sense,"In Glasgow, Scotland, while a mysterious pandemic begins to spread around the world, Susan, a brilliant epidemiologist, falls in love with Michael, a skillful cook.",en,14.214,1017,6.9
6436,Next,"Las Vegas showroom magician Cris Johnson has a secret which torments him: he can see a few minutes into the future. Sick of the examinations he underwent as a child and the interest of the government and medical establishment in his power, he lies low under an assumed name in Vegas, performing cheap tricks and living off small-time gambling ""winnings."" But when a terrorist group threatens to detonate a nuclear device in Los Angeles, government agent Callie Ferris must use all her wiles to capture Cris and convince him to help her stop the cataclysm.",en,14.163,2626,6.0
6437,The Myth,"When a fellow scientist asks for Jack's help in locating the mausoleum of China's first emperor, the past collides violently with the present as Jack discovers his amazing visions are based in fact.",zh,13.962,311,6.3
6438,Shottas,"A raw urban drama about two friends raised on the dangerous streets of Kingston, Jamaica. Biggs and Wayne take on the ""Shotta"" way of life to survive. As young boys, they begin a life of crime, eventually moving to the US where they begin a ruthless climb from the bottom. They remain bound to each other by their shottas loyalty as they aggressively take control of the Jamaican underworld.",en,16.96,274,7.6
6439,Rogue,"From the director of Wolf Creek comes this terrifying look at nature's perfect killing machine. When a group of tourists stumble into the remote Australian river territory of an enormous crocodile, the deadly creature traps them on a tiny mud island with the tide quickly rising and darkness descending. As the hungry predator closes in, they must fight for survival against all odds.",en,20.618,562,6.4
6440,My Left Foot: The Story of Christy Brown,"No one expects much from Christy Brown, a boy with cerebral palsy born into a working-class Irish family. Though Christy is a spastic quadriplegic and essentially paralyzed, a miraculous event occurs when, at the age of 5, he demonstrates control of his left foot by using chalk to scrawl a word on the floor. With the help of his steely mother — and no shortage of grit and determination — Christy overcomes his infirmity to become a painter, poet and author.",en,15.459,791,7.6
6441,SPY x FAMILY CODE: White,,ja,15.06,0,0.0
6442,The Last New Year's Eve,"New year's eve at ""The Islands"" condos. An aging countess's party is crashed by the soccer team from her gigolo's town. While dressing for a dinner party, the wealthy Guilia discovers her husband's affair with her best friend and vows revenge. Next door, a family prepares their vintage Dodge for a drive through the streets. A call girl ties up a lawyer while, unbeknownst to him, three men await the right moment to break into his office. Across the hall, a woman downs pills in a lonely suicide attempt. Two young men hide out in a bedroom smoking dope; one of them has some dynamite. As midnight approaches, each group draws closer to grotesque tragedy.",it,20.5,43,5.8
6443,Real Genius,"Chris is the top brain who just wants to party, Mitch is the 15-year-old college wiz kid. Supposedly hard at work on a lab project with a mysterious deadline, they still find time to use their genius to discover new ways to have fun.",en,12.959,366,6.7
6444,The Adventures of Robin Hood,Robin Hood fights nobly for justice against the evil Sir Guy of Gisbourne while striving to win the hand of the beautiful Maid Marian.,en,17.96,633,7.5
6445,The Wanderers,The streets of the Bronx are owned by '60s youth gangs where the joy and pain of adolescence is lived. Philip Kaufman tells his take on the novel by Richard Price about the history of the Italian-American gang ‘The Wanderers.’,en,12.959,164,7.0
6446,Lady Macbeth,"Rural England, 1865. Katherine, suffocated by her loveless marriage to a bitter man and restrained by his father's tyranny, unleashes an irresistible force within her, so powerful that she will stop at nothing to get what she wants.",en,14.216,670,6.6
6447,Raging Fire,"Cheung Sung-bong is a highly respected cop with a long history of success in dangerous cases. However, his past soon comes back to haunt him when a former protégé resurfaces, seeking revenge.",cn,13.485,159,6.9
6448,The Demon Wet Nurse,This Category III period drama featuring power struggles and naughty things within the imperial palace walls definitely has effort put forth but immense chunks of plot holes are nowhere near filled up. Much seem missing in the story of poor Ru Yee who applies to be the nurse maid of the Emperor’s son. She gets help to gain access by Wei (Tan Lap-Man) and soon they are both heavily involved inside the palace. She as the nurse maid and he as a eunuch in training. Wei also finds time to murder Ru Yee’s sick husband and child… a fact barely mentioned after it’s happened.,zh,14.238,1,7.0
6449,The Cuckold,"The Cuckold is a controversial dramatic feature that pushes a camera lens through the peephole of American taboo, focusing on the flashpoint where racial and sexual tensions collide. While set against the backdrop of a little-known fetish in the swinging lifestyle called 'cuckolding', The Cuckold tells the broader story of two suburban couples and two urban men whose lives collide in a tale woven together by the threads of deceit, lust, and primal vengeance. It also explores the consequences and risks in looking beyond the skin in search of love.",ar,10.08,4,1.3
6450,Splash,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",en,15.708,1177,6.2
6451,Camp Rock 2: The Final Jam,"Mitchie can't wait to go back to Camp Rock and spend the summer making new music with her friends and superstar Shane Gray. But the slick new camp across the lake, Camp Star, has drummed up some serious competition – featuring newcomers Luke and Dana. In a sensational battle of the bands, with Camp Rock's future at stake, will Camp Star's flashy production and over-the-top antics win out, or will Camp Rockers prove that music, teamwork, and spirit are what truly matter?",en,13.961,1418,6.3
6452,Mercenaries,"A diplomatic official is captured and imprisoned while touring a war zone, so a team of elite female commandos is assembled to infiltrate a women's prison for a daring rescue.",en,13.212,110,5.3
6453,Masters of the Universe,"The world of Eternia in the aftermath of Skeletor's war on Castle Grayskull, which he has won after seizing Grayskull and the surrounding city using a cosmic key developed by the locksmith Gwildor. The Sorceress is now Skeletor's prisoner and he begins to drain her life-force as he waits for the moon of Eternia to align with the Great Eye of the Universe that will bestow god-like power upon him.",en,13.957,764,5.7
6454,The Nutty Professor,"Eddie Murphy stars as shy Dr. Sherman Klump, a kind, brilliant, 'calorifically challenged' genetic professor. When beautiful Carla Purty joins the university faculty, Sherman grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up , plumped down Don Juan.",en,15.207,2627,5.6
6455,Throw Momma from the Train,"Larry Donner, an author with a cruel ex-wife, teaches a writing workshop in which one of his students, Owen, is fed up with his domineering mother. When Owen watches a Hitchcock classic that seems to mirror his own life, he decides to put the movie's plot into action and offers to kill Larry's ex-wife, if Larry promises to murder his mom. Before Larry gets a chance to react to the plan, it seems that Owen has already set things in motion.",en,16.707,468,6.2
6456,Female Hostel 3,"Lonely boarding house women! Any man who goes in there can't come out in one piece! Boarding house owner Hyeon-jeong and tenants Seon-mi and Joo-hee have a rule; boyfriends are allowed to visit, but they can't sleep together! One day, Joo-hee brings in her boyfriend, Jeong-sik, and they secretly spend a hot night together. The next morning, Jeong-sik tries to leave quietly, but gets caught by Hyeon-jeong. She tells him that he broke the rules and he needs to be punished, so she comes on to him.",ko,16.499,1,10.0
6457,Sympathy for Mr. Vengeance,"A deaf man and his girlfriend resort to desperate measures in order to fund a kidney transplant for his sister. Things go horribly wrong, and the situation spirals rapidly into a cycle of violence and revenge.",ko,11.707,1216,7.5
6458,The Hand of God,"In 1980s Naples, Italy, an awkward Italian teen struggling to find his place experiences heartbreak and liberation after he's inadvertently saved from a freak accident by football legend Diego Maradona.",it,11.738,1428,7.6
6459,Gridiron Gang,"Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together.",en,17.207,860,7.0
6460,Emily,"The imagined life of one of the world’s most famous authors, Emily Brontë, as she finds her voice and writes the literary classic Wuthering Heights. Explore the relationships that inspired her – her raw, passionate sisterhood with Charlotte and Anne; her first aching, forbidden love for Weightman and her care for her maverick brother whom she idolises.",en,8.895,87,7.2
6461,1492: Conquest of Paradise,1492: Conquest of Paradise depicts Christopher Columbus’ discovery of The New World and his effect on the indigenous people.,en,14.455,719,6.2
6462,The Color Purple,The extraordinary sisterhood of three women who share one unbreakable bond.,en,17.055,0,0.0
6463,"Good Morning, Vietnam","A disk jockey goes to Vietnam to work for the Armed Forces Radio Service. While he becomes popular among the troops, his superiors disapprove of his humour.",en,15.155,2355,7.3
6464,Batman vs. Robin,"Damian Wayne is having a hard time coping with his father's ""no killing"" rule. Meanwhile, Gotham is going through hell with threats such as the insane Dollmaker, and the secretive Court of Owls.",en,11.71,810,7.2
6465,Vixen!,"Vixen lives in a Canadian mountain resort with her naive pilot husband. While he's away flying in tourists, she gets it on with practically everybody including a husband and his wife, and even her biker brother. She is openly racist, and she makes it clear that she won't do the wild thing with her brother's biker friend, who is black.",en,15.586,66,5.3
6466,Independence Daysaster,"When Earth is attacked by a hostile alien force, a small town firefighter and a rogue SETI scientist team up to activate the only technology capable of defeating the invaders.",en,12.028,69,4.5
6467,The Bravados,"Jim Douglass arrives in the small town of Rio Arriba in order to witness the hanging of the four men he believes murdered his wife. When the convicts escape, Jim tracks them into Mexico, determined to see that justice is done. But the farther Jim goes in his quest for vengeance, the more merciless he becomes, losing himself in an unrelenting spiral of hatred and violence.",en,13.215,92,6.4
6468,Stuber,"After crashing his car, a cop who's recovering from eye surgery recruits an Uber driver to help him catch a heroin dealer. The mismatched pair soon find themselves in for a wild day of stakeouts and shootouts as they encounter the city's seedy side.",en,16.966,1148,6.7
6469,The Last Starfighter,A video game expert Alex Rogan finds himself transported to another planet after conquering The Last Starfighter video game only to find out it was just a test. He was recruited to join the team of best Starfighters to defend their world from the attack.,en,12.154,595,6.6
6470,Hey Arnold! The Jungle Movie,"When their trip to San Lorenzo takes a turn for the worst, Arnold and his classmate’s only hope of getting home is retracing the dangerous path that led to Arnold's parents' disappearance.",en,18.712,202,7.7
6471,Broken Arrow,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",en,14.204,1304,6.0
6472,Kull the Conqueror,"A barbarian named Kull becomes ruler after defeating the old king in battle. In an effort to regain the throne, the former king's heirs resurrect Akivasha, a witch queen. However, Akivasha has plans of her own for the throne, and only Kull stands in the way.",en,11.705,112,5.2
6473,Asterix and the Vikings,"Asterix and Obelix have been given a tough mission: Transform the chief's lazy nephew Justforkix into a warrior. When the Vikings abduct him and bring him back to their homeland, Asterix and Obelix must travel to Norway to rescue Justforkix.",fr,15.706,618,6.1
6474,The Closet,"After moving into a new house, a young girl begins displaying strange and disturbing behavior until, one day, she disappears behind a closet. While the devastated father is left with no clue about his daughter’s disappearance, an exorcist shows up to help.",ko,9.467,143,7.3
6475,Black Box,"After losing his wife and his memory in a car accident, a single father undergoes an experimental treatment that causes him to question who he really is.",en,12.221,451,6.5
6476,Letters to Juliet,"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.",en,14.906,2657,7.0
6477,11th Hour Cleaning,A group of crime scene cleaners struggle to escape a murder house after becoming trapped by an ancient Nordic demon that is hell-bent on driving them insane.,en,17.888,21,5.4
6478,My Daughter's Lover 3,"Mi-seon loves her family, but she loves having sex with younger men. One day, she hears her sex partner, Jeong-woo, has a brother and she feels more attracted to the younger man.  Mi-seon goes to Jeong-woo's house and tries to seduce his brother when he's alone.  However, her new sex partner is her daughter's boyfriend.",ko,12.306,3,4.7
6479,Skinamarink,"Two children wake up in the middle of the night to find their father is missing, and all the windows and doors in their home have vanished.",en,14.653,94,5.9
6480,Rounders,A young reformed gambler must return to playing big stakes poker to help a friend pay off loan sharks.,en,11.653,1507,7.0
6481,Black Rain,"Two New York cops get involved in a gang war between members of the Yakuza, the Japanese Mafia. They arrest one of their killers and are ordered to escort him back to Japan. However, in Japan he manages to escape, and as they try to track him down, they get deeper and deeper into the Japanese Mafia scene and they have to learn that they can only win by playing the game—the Japanese way.",en,14.952,924,6.6
6482,102 Dalmatians,"Get ready for a howling good time as an all new assortment of irresistible animal heroes are unleashed in this great family tail! In an unlikely alliance, the outrageous Waddlesworth - a parrot who thinks he's a Rottweiler - teams up with Oddball - an un-marked Dalmatian puppy eager to earn her spots! Together they embark on a laugh-packed quest to outwit the ever-scheming Cruella De Vil.",en,15.203,1213,5.5
6483,Prayers for Bobby,"Bobby Griffith was his mother's favorite son, the perfect all-American boy growing up under deeply religious influences in Walnut Creek, California. Bobby was also gay. Struggling with a conflict no one knew of, much less understood, Bobby finally came out to his family.",en,11.453,517,8.1
6484,Timecrimes,A man accidentally gets into a time machine and travels back in time nearly an hour. Finding himself will be the first of a series of disasters of unforeseeable consequences.,es,13.953,1087,7.0
6485,The Owners,"A group of friends think they found the perfect easy score - an empty house with a safe full of cash. But when the elderly couple that lives there comes home early, the tables are suddenly turned. As a deadly game of cat and mouse ensues, the would-be thieves must fight to save themselves from a nightmare they could never have imagined.",en,13.969,295,5.7
6486,DPMI-019 キャンギャル狂想脚 美月恋,,ja,13.708,0,0.0
6487,Cadillac Records,"The story of sex, violence, race and rock and roll in 1950s Chicago, and the exciting but turbulent lives of some of America's musical legends, including Muddy Waters, Leonard Chess, Little Walter, Howlin' Wolf, Etta James and Chuck Berry.",en,12.953,378,7.2
6488,Home Again,Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.,en,11.408,1107,6.1
6489,Free Fire,"In a 1970s Boston, a meeting in a deserted warehouse between two gangs turns into a shoot-out and a game of survival.",en,13.457,982,6.3
6490,The Boxtrolls,"An orphaned boy raised by underground creatures called Boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, Archibald Snatcher.",en,17.205,1517,6.7
6491,A Nightmare on Elm Street: The Dream Child,"Alice, having survived the previous installment of the Nightmare series, finds the deadly dreams of Freddy Krueger starting once again. This time, the taunting murderer is striking through the sleeping mind of Alice's unborn child. His intention is to be ""born again"" into the real world. The only one who can stop Freddy is his dead mother, but can Alice free her spirit in time to save her own son?",en,14.95,1061,5.4
6492,Nine Days,A reclusive man conducts a series of interviews with human souls for a chance to be born.,en,8.977,140,6.9
6493,Idle Hands,"Anton is a cheerful but exceedingly non-ambitious 17-year-old stoner who lives to stay buzzed, watch TV, and moon over Molly, the beautiful girl who lives next door. However, it turns out that the old cliché about idle hands being the devil's playground has a kernel of truth after all.",en,10.951,566,6.1
6494,Private Tutor Advanced Course,"Seong-jin, the so-called expert of theory, who learned about women through text only, feels the thrilling excitement whenever he sees his academic advisor professor, Mi-ae. However, Mi-ae keeps ignoring his courtship, telling him to come back after growing up. He felt stuck and helpless and ends up revealing his distress to Yeon-hwa, a novelist who has recently moved to his next door. To his surprise, she says she will teach him about women and begins tutoring him with the real life lessons from kissing to sex.",ko,11.635,6,6.2
6495,Die in a Gunfight,"Mary and Ben are the star-crossed black sheep of two powerful families engaged in a centuries-long feud. When the pair reignite a romance after many years apart, their forbidden love draws a motley assortment of schemers and killers into their orbit, and as fists and bullets fly, it becomes clear that violent delights will have violent ends.",en,17.385,97,5.6
6496,Short Circuit,"After a lightning bolt zaps a robot named Number 5, the lovable machine starts to think he's human and escapes the lab. Hot on his trail is his designer, Newton, who hopes to get to Number 5 before the military does. In the meantime, a spunky animal lover mistakes the robot for an alien and takes him in, teaching her new guest about life on Earth.",en,15.949,1293,6.6
6497,Hiroshima Mon Amour,"The deep conversation between a Japanese architect and a French actress forms the basis of this celebrated French film, considered one of the vanguard productions of the French New Wave. Set in Hiroshima after the end of World War II, the couple -- lovers turned friends -- recount, over many hours, previous romances and life experiences. The two intertwine their stories about the past with pondering the devastation wrought by the atomic bomb dropped on the city.",fr,11.45,679,7.8
6498,Dracula 3D,"When Englishman Jonathan Harker visits the exotic castle of Count Dracula, he is entranced by the mysterious aristocrat. But upon learning that the count has sinister designs on his wife, Mina, Harker seeks help from vampire slayer Van Helsing.",en,11.702,191,3.3
6499,The Big Trip,"A goofy stork mistakenly delivers a baby panda to the wrong door. A bear, a moose, a tiger and a rabbit set on an arduous but fun-filled adventure through the wilderness to return the panda to its rightful home.",ru,13.119,57,7.1
6500,The Monkey King 2,"Taking place 500 years after the Havoc in Heaven, the Tang Priest is appointed by Buddha to go to the West to fetch the sacred scriptures, only to accidentally free the Monkey King. With Lady White aiming to break up the team assembled to defeat her, the Monkey King must fight in order to save his world!",zh,15.894,83,5.8
6501,Man of Tai Chi,"In Beijing, a young martial artist's skill places him in position to experience opportunities and sacrifices.",en,16.202,796,6.0
